journey_id,train_no,train_name,source_station,destination_station,zone,distance_km,journey_date,year,month,season,scheduled_arrival,actual_arrival,delay_mins,delay_category,delay_reason,platform_no,passengers_count,train_type
JRN1958,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2023-05-13,2023,May,Summer,04:30,05:00,30,Minor Delay,Engine technical issue,1,730,Express
JRN1959,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2022-05-21,2022,May,Summer,14:00,15:32,92,Major Delay,Engine technical issue,4,736,Superfast
JRN1960,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2023-12-10,2023,December,Winter,15:45,16:47,62,Major Delay,Late running due to fog,1,944,Superfast
JRN1961,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2023-11-22,2023,November,Winter,08:30,08:56,26,Minor Delay,Track inspection,5,594,Superfast
JRN1962,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2024-04-17,2024,April,Summer,13:15,14:08,53,Moderate Delay,Late running connecting train,4,660,Superfast
JRN1963,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2022-08-22,2022,August,Monsoon,05:45,06:42,57,Moderate Delay,Track waterlogging,4,518,Express
JRN1964,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2022-07-20,2022,July,Monsoon,08:30,10:45,135,Severe Delay,Landslide near track,7,541,Express
JRN1965,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2022-08-03,2022,August,Monsoon,10:30,12:57,147,Severe Delay,Heavy rainfall on track,2,706,Express
JRN1966,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2022-04-22,2022,April,Summer,07:15,07:25,10,Minor Delay,Track maintenance,8,726,Superfast
JRN1967,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2022-08-01,2022,August,Monsoon,22:30,22:30,0,On Time,No Delay,3,944,Superfast
JRN1968,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2022-09-23,2022,September,Monsoon,10:45,13:41,176,Severe Delay,Landslide near track,1,915,Superfast
JRN1969,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2022-08-15,2022,August,Monsoon,10:15,11:40,85,Major Delay,Flood affected route,7,868,Superfast
JRN1970,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2022-03-05,2022,March,Summer,12:00,13:15,75,Major Delay,Engine technical issue,4,764,Superfast
JRN1971,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2023-05-09,2023,May,Summer,20:00,20:36,36,Moderate Delay,Engine technical issue,2,541,Express
JRN1972,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2022-11-06,2022,November,Winter,06:15,07:07,52,Moderate Delay,Cold wave speed restriction,4,840,Superfast
JRN1973,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2022-08-14,2022,August,Monsoon,18:45,21:17,152,Severe Delay,Flood affected route,7,594,Superfast
JRN1974,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2023-03-03,2023,March,Summer,09:00,09:00,0,On Time,No Delay,7,566,Superfast
JRN1975,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2022-06-20,2022,June,Monsoon,09:00,11:29,149,Severe Delay,Landslide near track,7,934,Superfast
JRN1976,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2023-10-07,2023,October,Winter,05:30,05:47,17,Minor Delay,Track inspection,7,682,Express
JRN1977,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-05-11,2024,May,Summer,12:45,13:50,65,Major Delay,Late running connecting train,5,745,Superfast
JRN1978,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2023-04-06,2023,April,Summer,11:00,11:00,0,On Time,No Delay,8,726,Superfast
JRN1979,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2024-06-14,2024,June,Monsoon,08:45,10:36,111,Major Delay,Landslide near track,7,651,Superfast
JRN1980,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2024-01-25,2024,January,Winter,22:15,22:15,0,On Time,No Delay,7,635,Express
JRN1981,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2022-03-03,2022,March,Summer,21:15,21:34,19,Minor Delay,Congestion at junction,2,675,Express
JRN1982,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2022-08-01,2022,August,Monsoon,04:45,05:41,56,Moderate Delay,Track waterlogging,1,510,Express
JRN1983,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2024-06-19,2024,June,Monsoon,20:00,21:49,109,Major Delay,Flood affected route,8,783,Superfast
JRN1984,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2023-03-26,2023,March,Summer,16:00,16:00,0,On Time,No Delay,7,868,Superfast
JRN1985,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2023-08-16,2023,August,Monsoon,23:30,01:56,146,Severe Delay,Signal failure due to rain,5,915,Superfast
JRN1986,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2024-04-21,2024,April,Summer,11:30,12:45,75,Major Delay,Congestion at junction,3,478,Express
JRN1987,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2022-04-08,2022,April,Summer,16:00,16:45,45,Moderate Delay,Late running connecting train,4,925,Superfast
JRN1988,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2023-02-07,2023,February,Winter,14:30,15:04,34,Moderate Delay,Cold wave speed restriction,4,510,Express
JRN1989,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2022-07-24,2022,July,Monsoon,15:00,16:27,87,Major Delay,Signal failure due to rain,4,785,Express
JRN1990,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2022-11-18,2022,November,Winter,22:00,22:29,29,Minor Delay,Late running due to fog,2,541,Express
JRN1991,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2022-05-13,2022,May,Summer,12:00,12:25,25,Minor Delay,Congestion at junction,4,774,Superfast
JRN1992,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2023-04-01,2023,April,Summer,14:00,15:19,79,Major Delay,Congestion at junction,5,764,Superfast
JRN1993,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2023-12-15,2023,December,Winter,12:45,13:30,45,Moderate Delay,Technical snag,3,859,Superfast
JRN1994,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2022-08-06,2022,August,Monsoon,09:00,10:58,118,Major Delay,Landslide near track,1,510,Express
JRN1995,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2022-05-15,2022,May,Summer,20:30,20:30,0,On Time,No Delay,5,613,Superfast
JRN1996,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-04-15,2022,April,Summer,14:45,16:19,94,Major Delay,Signal failure,7,912,Mail
JRN1997,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2024-09-09,2024,September,Monsoon,07:00,07:55,55,Moderate Delay,Flood affected route,4,643,Express
JRN1998,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2022-12-02,2022,December,Winter,08:45,09:07,22,Minor Delay,Late running due to fog,1,737,Express
JRN1999,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2023-03-19,2023,March,Summer,17:30,17:30,0,On Time,No Delay,6,594,Superfast
